catalog,model,generated_title,confidence,surface_score,llm_in_catalog,llm_match_title,llm_match_id,llm_match_quartile
yelp,mistral,Biscuit Love,82.0,100.0,True,,wzE61ThXOdrSegvwSOzf5w,
yelp,claude,Alma de Cuba,58.0,100.0,True,,R17gwW6zn9ilslbdvKdgsg,
yelp,gpt-oss,P.F. Chang's,84.0,100.0,True,,vG9aD-fvsIimgo-l7u8-AA,
yelp,mistral,Bridgets Steakhouse,68.0,100.0,True,,V5tCeElfEgLsWN78eJgKhA,
yelp,llama,McDonald's,72.0,100.0,True,,yM8LlTInbQH4FwWC97lz6w,
yelp,gpt-oss,The Carousel Bar & Lounge,77.0,100.0,True,,ta5Oi3sezvn4H299MbtE8Q,
yelp,claude,Frost Gelato,57.0,100.0,True,,1feuZITxuTrl9mr7V11kwQ,
yelp,mistral,The Social,74.0,100.0,True,,LnI2XHbeEiF4a0yTkJf-Yg,
yelp,llama,South Street Philly Bagels,79.0,100.0,True,,9sOHuGGwb8uRVu7pANSWfg,
yelp,llama,The Coffee Bean & Tea Leaf,78.0,100.0,True,,6afesz8yZhjOgijkWl4jig,
yelp,claude,Rook,70.0,100.0,True,,3LDXQCWORDgoZ61TfIt1Yg,
yelp,mistral,Gentle Ben’s Brewery,89.0,100.0,True,,UtVrrnZjUh29lcZZz7gFmQ,
yelp,gpt-oss,Home Depot,75.0,100.0,True,,3tX0CduxNIHgrxr6Toairw,
yelp,gpt-oss,Reading Terminal Market,79.0,100.0,True,,ytynqOUb3hjKeJfRj5Tshw,
yelp,claude,Di Bruno Bros,66.0,100.0,True,,4hv1n1VBzMvE-T4UtIcOcw,
yelp,claude,Wayfare,71.0,100.0,True,,Y1FU2s1OytJGdXksraIGFw,
yelp,llama,El Vez,78.0,100.0,True,,9PZxjhTIU7OgPIzuGi89Ew,
yelp,gpt-oss,Café Lalo,82.0,0.0,False,,,
yelp,gpt-oss,Reno Coffee & Bakery,65.0,80.0,False,,,
yelp,claude,Wawa,72.0,100.0,True,,ppFCk9aQkM338Rgwpl2F5A,
yelp,gpt-oss,Greek Market at St. Demetrios,70.0,72.41379310344827,False,,,
yelp,mistral,Blues City Cafe,81.0,60.60606060606061,False,,,
yelp,mistral,Hattie B's Hot Chicken,82.0,100.0,True,,xB3MxRBF6l8rd9xxJVnLhw,
yelp,gpt-oss,Serenity Spa & Wellness,73.0,78.04878048780488,False,,,
yelp,mistral,Middle Child,76.0,100.0,True,,OAWa1WML2V1ZLJGD6V3nBQ,
yelp,llama,Bella Italia,72.0,100.0,True,,T2NZEKXgfTIPothJrLyz2A,
yelp,gpt-oss,SkinMed Dermatology,65.0,63.1578947368421,False,,,
yelp,gpt-oss,El Charro Café,92.0,68.96551724137932,True,,dyVKL3qKsz_XDxtjpbNcgQ,
yelp,llama,Qdoba Mexican Grill,75.0,100.0,True,,FsRAHiYUERqUIeGVt49svA,
yelp,claude,Olive Garden,68.0,0.0,True,,4fUok5d5vgdQEb1Bzzg0rA,
yelp,gpt-oss,La Casa Mexicana,80.0,100.0,True,,safMQyVBMEmShEaXM140Ug,
yelp,claude,Pho Street,72.0,100.0,True,,uBDXcXlLR9IuRV1N2m0SPQ,
yelp,llama,Green Street Coffee,78.0,74.4186046511628,True,,3NsTKp85H2FUjr1SURf0NQ,
yelp,llama,Oceanaire Seafood Room,80.0,100.0,True,,BAnKNRRc757nEmEdU7SevQ,
yelp,mistral,The Depot Craft Distillery,85.0,86.66666666666667,True,,TDKBPcViJQDMrdUm6a9XZA,
yelp,gpt-oss,Ramen Republic,78.0,0.0,False,,,
yelp,llama,Ruby Tuesday,68.0,100.0,True,,nVfkNZLElDdhqWcnaDPtPQ,
yelp,mistral,Zio Peppe,74.0,100.0,True,,I32gAKYbnzS4GRnV9C4o2g,
yelp,llama,El Vez,85.0,100.0,True,,9PZxjhTIU7OgPIzuGi89Ew,
yelp,llama,Another Broken Egg Cafe,76.0,100.0,True,,Iuir7lUtx-LMhYtStwyf3Q,
yelp,mistral,Yum Yum Bake Shops,72.0,100.0,True,,Y6K9DT44-4Md-ycMkC0nLg,
yelp,claude,Prep & Pastry,62.0,100.0,True,,UCMSWPqzXjd7QHq7v8PJjQ,
yelp,llama,The Melting Pot,78.0,100.0,True,,neL2xrin-uMJl5ABKyPLKA,
yelp,claude,Carrabba's Italian Grill,62.0,100.0,True,,mDsElkXohOsEOH46cpx_Xw,
yelp,claude,El Torito,67.0,100.0,True,,5g5JqJsazx02mQ9Eg_RQHg,
yelp,claude,Doylestown Inn,60.0,100.0,True,,fSogaGRzGLMcva3vw5Id_w,
yelp,llama,The Hub Restaurant & Ice Creamery,78.0,95.0,True,,muxda1cSVtplETqTfYVgZA,
yelp,gpt-oss,Atchafalaya,75.0,62.06896551724138,True,,75FY8ZQx5nOWP0VFmNvWfw,
yelp,llama,The Melting Pot,78.0,100.0,True,,neL2xrin-uMJl5ABKyPLKA,
yelp,claude,Volo Restaurant Wine Bar,61.0,92.0,False,,,
yelp,mistral,Reading Terminal Market (additional vendor),77.0,95.0,True,,ytynqOUb3hjKeJfRj5Tshw,
yelp,llama,Abe Fisher,76.0,100.0,True,,vhDWGF-8BfsxvS7Zo5Wv2w,
yelp,llama,The Love,79.0,100.0,True,,dChRGpit9fM_kZK5pafNyA,
yelp,llama,El Güero Canelo,85.0,62.5,True,,OxBZqeYH5xuusEPp9ml7-g,
yelp,claude,Hattie B's Hot Chicken,72.0,100.0,True,,GXFMD0Z4jEVZBCsbPf4CTQ,
yelp,gpt-oss,Café du Monde,95.0,100.0,True,,FEXhWNCMkv22qG04E83Qjg,
yelp,mistral,Tres Carnales Taqueria,78.0,100.0,True,,jEvoDXtF3xMJsiPPbqGSmw,
yelp,llama,El Vez,73.0,100.0,True,,9PZxjhTIU7OgPIzuGi89Ew,
yelp,llama,Pat's King of Steaks,78.0,100.0,True,,PP3BBaVxZLcJU54uP_wL6Q,
yelp,gpt-oss,Panera Bread,84.0,100.0,True,,0l_njS4wGMadAk1b4nZRUA,
yelp,mistral,Penca,82.0,100.0,True,,WbA5ud4InNWkizW7HE5kRQ,
yelp,claude,Marriott Tampa Waterside Hotel & Marina,72.0,62.92134831460674,False,,,
yelp,llama,Pho Hoa,87.0,100.0,True,,kB9-SQVONOP18YqRgxauEg,
yelp,mistral,Bun Bo Hue Vietnamese,82.0,69.56521739130434,False,,,
yelp,claude,Eastern State Penitentiary,68.0,95.0,True,,ZF0tt7hn6WK3-aNWgtLcFA,
yelp,claude,Misconduct Tavern,61.0,100.0,True,,FnEkr6LzjuGsg93Z7fkl7Q,
yelp,llama,Corner Bakery Cafe,51.0,100.0,True,,u6ymLCUNz0WQwsSIJ21BAg,
yelp,claude,Silver Legacy Resort Casino,63.0,100.0,True,,ld_H5-FpZOWm_tkzwkPYQQ,
yelp,mistral,Bahama Breeze,77.0,100.0,True,,i1WPpsuD5gyLppyB71vv6A,
yelp,claude,Five Daughters Bakery,70.0,100.0,True,,FYpHZegG2iMum_axsJDKcA,
yelp,claude,Bearcat Cafe,74.0,100.0,True,,mRpk0A4u0hnF0lNe1h4hGg,
yelp,claude,The Pier Aquarium,73.0,100.0,True,,wdJx9YPTLxx99zedwIlO0Q,
yelp,gpt-oss,Suraya,92.0,100.0,True,,vUrTGX_7HxqeoQ_6QCVz6g,
yelp,llama,Xochitl,77.0,100.0,True,,1UNorskttXSWuEcgzKzXcA,
yelp,llama,McGillin's Olde Ale House,77.0,100.0,True,,cOXc8c85Ms6dMEAJazLXHQ,
yelp,claude,Marzano Restaurant,65.0,0.0,True,,ks3wzyjYONFusrJ4O4YL-w,
yelp,claude,First Watch,63.0,100.0,True,,zBHAoHU-SD7wECkKpTGImg,
yelp,gpt-oss,Vedge,89.0,100.0,True,,2CDI713ATuxHfnB5b-sBdw,
yelp,gpt-oss,P.F. Chang's,78.0,100.0,True,,vG9aD-fvsIimgo-l7u8-AA,
yelp,mistral,Bern's Steak House,78.0,100.0,True,,dsfRniRgfbDjC8os848B6A,
yelp,gpt-oss,The Fountain,88.0,95.0,False,,,
yelp,gpt-oss,Vedge,70.0,100.0,True,,2CDI713ATuxHfnB5b-sBdw,
yelp,mistral,Blaze Pizza,87.0,100.0,True,,bSJczuohHVko33UT82hnfA,
yelp,mistral,Thai Singha House,80.0,100.0,True,,Hnz1_h_D1eHSRtQqHSCZkw,
yelp,llama,Men's Wearhouse,28.0,100.0,True,,YyvJ4WnXniHw7uXNbpcAyg,
yelp,claude,Lakeview Harbor,68.0,61.53846153846154,True,,4ADeBcc3O4zmTrp60H4O_A,
yelp,llama,Dooky Chase's Restaurant,80.0,100.0,True,,R9TBf8VqGQ83kvdIxkC9RQ,
yelp,gpt-oss,Duke's Seafood & Chowder House,73.0,72.41379310344827,False,,,
yelp,llama,Mario's Pizzeria,78.0,88.88888888888889,True,,SL12XY7zkKs2H3j_oqqCqw,
yelp,llama,BJ's Restaurant and Brewhouse,85.0,92.5925925925926,True,,BuQptNNitbz1oylgBlm27g,
yelp,mistral,Thirsty Dice,78.0,100.0,True,,1klRUBB6LfKCotq75BVmbA,
yelp,gpt-oss,Pizzeria Bianco,88.0,100.0,True,,1c93YzZL5pke1sJCFndPGw,
yelp,llama,Jackalope Brewing Company,84.0,100.0,False,,,
yelp,claude,Sang Kee Peking Duck House,68.0,100.0,True,,_V6hl1oGkTV2KbGeax_HPA,
yelp,gpt-oss,Santa Barbara Farmers Market,88.0,86.79245283018868,True,,D1OT9vuepvXJrn5VDgm4YA,
yelp,gpt-oss,Ybor City Pizza Co.,85.0,95.0,False,,,
yelp,gpt-oss,Dunkin' Donuts,85.0,100.0,True,,wCgIJhH_CTuwsSZPcafkng,
yelp,gpt-oss,Franklin Fountain,80.0,100.0,True,,qQO7ErS_RAN4Vs1uX0L55Q,
yelp,claude,Saffron Indian Cuisine,71.0,100.0,True,,ebjExMyGlSfz_JXwvBa27g,
yelp,llama,BJ's Restaurant and Brewhouse,77.0,92.5925925925926,True,,BuQptNNitbz1oylgBlm27g,
yelp,mistral,Au Cheval,80.0,55.172413793103445,False,,,
yelp,mistral,IMBĪB Custom Brews,75.0,100.0,True,,qynne35dp40BzXb5hroudA,
yelp,mistral,I Love Sushi Nashville,78.0,100.0,True,,y5OovQyNsJ77O0AR2XPIww,
yelp,mistral,Suraya,84.0,100.0,True,,vUrTGX_7HxqeoQ_6QCVz6g,
yelp,gpt-oss,Olive Garden,78.0,0.0,True,,4fUok5d5vgdQEb1Bzzg0rA,
yelp,mistral,Chickie's & Pete's,88.0,100.0,True,,eMiN8nm70jjKg8izikVWDA,
yelp,claude,Five Guys,64.0,100.0,True,,Nolwnmtnt5QeDGlS0bsCGQ,
yelp,llama,P.F. Chang's,74.0,100.0,True,,vG9aD-fvsIimgo-l7u8-AA,
yelp,mistral,La Cucina Italian Eatery,78.0,100.0,True,,0sr1EyOc6Td1C-962QW88w,
yelp,gpt-oss,Aqua Fresh Nail Spa,80.0,82.35294117647058,False,,,
yelp,gpt-oss,Coquette,89.0,100.0,True,,Fs4T7lKpXVtD5Pz7jWSJeg,
yelp,mistral,Pia's Trattoria,80.0,100.0,True,,4wDo72kKuceoLw8Uu_Y_RQ,
yelp,llama,Sushi Garden,80.0,100.0,True,,LmZWlvPJBwj5WG2KHV-v1Q,
yelp,mistral,Fitz on 4th,86.0,64.0,False,,,
yelp,llama,Texas Roadhouse,78.0,100.0,True,,T9n_LqUUhC2b1ALhg57Y5Q,
yelp,llama,Sushi Bar,87.0,100.0,True,,ymoEdJB5NE56sWw74uyX7A,
yelp,mistral,Jacques-Imo's Cafe,87.0,100.0,True,,mhrW9O0O5hXGXGnEYBVoag,
yelp,llama,Imperial Bar & Lounge,79.0,68.42105263157895,False,,,
yelp,llama,California Pizza Kitchen,60.0,100.0,True,,p3Vbzk03kNiI0tr181qamA,
yelp,claude,Carmine's Restaurant,68.0,95.0,False,,,
yelp,llama,Los Agaves Restaurant,82.0,78.43137254901961,True,,PNVbv2kyUIHeJTDPis2gRg,
yelp,claude,Old Granite Street Eatery,65.0,100.0,True,,ghsaIqQ1xY3cWtWWJ4QW5w,
yelp,gpt-oss,Napoli’s Wood‑Fired Pizza,70.0,82.6086956521739,False,,,
yelp,gpt-oss,Sushi Yama Tampa,76.0,66.66666666666667,True,,FkXzqvQiagj9eCgLVd1T7g,
yelp,claude,The Stage on Broadway,73.0,100.0,True,,sO1OD0SZkXXPtIXj2cS4oA,
yelp,llama,BJ's Restaurant and Brewhouse,82.0,92.5925925925926,True,,BuQptNNitbz1oylgBlm27g,
yelp,gpt-oss,Sushi House & Bar,92.0,78.78787878787878,True,,fIxzyxcJZ2-04TZ68DkXtA,
yelp,llama,Ruth's Chris Steak House,75.0,100.0,True,,qDkbudGRfmJvf7trQZea4g,
yelp,claude,Parc,70.0,100.0,True,,j-qtdD55OLfSqfsWuQTDJg,
yelp,claude,Falafel Corner,73.0,60.60606060606061,False,,,
yelp,claude,Cook Out,64.0,100.0,True,,GNhgVpSoCC8xAz8URfmzhQ,
yelp,claude,Craft Wine & Beer,70.0,100.0,True,,47lGJI3KESJi72kw4w8qCw,
yelp,claude,Bella Brava,55.0,69.23076923076923,True,,gpRaW4K8eYjbGHzcglwF_A,
yelp,claude,Bru Burger Bar,72.0,100.0,True,,8yR12PNSMo6FBYx1u5KPlw,
yelp,gpt-oss,Sun King Brewing,87.0,100.0,True,,PlEnI02D0iKpMt6gS7h_HQ,
yelp,claude,Red Lobster,65.0,100.0,True,,OyHbS1sJ4CguExlWa-XWDg,
yelp,mistral,Suraya,83.0,100.0,True,,vUrTGX_7HxqeoQ_6QCVz6g,
yelp,claude,Brigtsen's Restaurant,75.0,100.0,True,,TMBbCDQG6bENJoQSST0XiA,
yelp,gpt-oss,Saffron Indian Kitchen,70.0,100.0,True,,yEKmlxvhA2EWrMLbwWi7Hw,
yelp,claude,Sabrina's Cafe,61.0,70.96774193548387,True,,kQRB8RNwd7cEMcURTS-I7A,
yelp,mistral,Buca di Beppo,68.0,100.0,True,,sdAyPyCWFYr7Tiq_9-5b_Q,
yelp,llama,The Catbird Seat,78.0,100.0,True,,_nqrmx5xKLQyrbmjhwiiuA,
yelp,claude,Honest Coffee Roasters,73.0,100.0,True,,QG_CEG2_kb-0af1O0HiADg,
yelp,gpt-oss,Bluebird Coffee Roasters,80.0,79.06976744186046,False,,,
yelp,llama,Bastion,81.0,100.0,True,,UYO_d_iqHp4trXNxVOVR1w,
yelp,mistral,Clementine's Naughty & Nice Creamery,82.0,100.0,True,,YyXjo3Csp8yAPMm6Liflsg,
yelp,llama,Moe's Southwest Grill,84.0,100.0,True,,n1HOCV74TBVZdQdOUgp9xA,
yelp,claude,Bacchanal Wine,72.0,68.29268292682926,False,,,
yelp,gpt-oss,Sushi Roku,75.0,0.0,False,,,
yelp,llama,Swad Indian Restaurant,73.0,82.6086956521739,False,,,
yelp,llama,Cafe Passe,80.0,100.0,True,,wm23rnUccF_3en3NSN7afw,
yelp,claude,Crafty Squirrel,66.0,100.0,True,,mMXCzZxa-cKz2XPSkvz7wA,
yelp,mistral,Little India,92.0,100.0,True,,L9abIvtg3xXNzIcWpue5Tw,
yelp,llama,P.F. Chang's,78.0,100.0,True,,vG9aD-fvsIimgo-l7u8-AA,
yelp,mistral,Sushi Burrito Palace,88.0,71.42857142857143,False,,,
yelp,gpt-oss,Bonefish Grill,73.0,100.0,True,,V_tkg5iqbsR9TcrivrDgzg,
yelp,gpt-oss,Chipotle Mexican Grill,70.0,100.0,True,,aNtKyc2rr-uK5cqzY9TVQQ,
yelp,mistral,The Straz Center for the Performing Arts,78.0,95.0,True,,t2ASUt5TzlPUiomdNsQLuA,
yelp,gpt-oss,Roast & Co. Coffee Roasters,89.0,83.72093023255813,False,,,
yelp,claude,Poke Bros,75.0,100.0,True,,qQGoc6H4l1YqEem0sBwFHQ,
yelp,llama,Bentley's House Of Coffee & Tea,69.0,100.0,True,,ajfmcCilbPMKb_VxswIuQQ,
yelp,mistral,The Cheesecake Factory,78.0,100.0,True,,8xuhKP08513N2W32JOMW4Q,
yelp,llama,Distrito,60.0,100.0,True,,kVTHnhgYUw-Pmr7wgDB4_g,
yelp,gpt-oss,Zahav,95.0,100.0,True,,ctHjyadbDQAtUFfkcAFEHw,
yelp,mistral,Franklin Fountain,82.0,100.0,True,,qQO7ErS_RAN4Vs1uX0L55Q,
yelp,mistral,The Sushi House,81.0,76.47058823529412,True,,fIxzyxcJZ2-04TZ68DkXtA,
yelp,llama,Parc,87.0,100.0,True,,j-qtdD55OLfSqfsWuQTDJg,
yelp,gpt-oss,Poke Bowl Express,92.0,68.42105263157895,False,,,
yelp,gpt-oss,Bamboo Garden Sushi Bar,88.0,95.0,False,,,
yelp,gpt-oss,LongHorn Steakhouse,65.0,100.0,True,,CS_GzUYlEPa6QHTRY224wQ,
yelp,mistral,Cafe du Monde,85.0,100.0,True,,L3QX19EWlkS-clS68Boydg,
yelp,mistral,Prost! Boise,90.0,100.0,True,,sf4vifuAJgIkqYp6eUC7-g,
yelp,claude,Sucré,70.0,100.0,True,,jar_5KMQZtgOseRdUN3L0w,
yelp,gpt-oss,Sweetie Pie's,73.0,95.0,True,,gTUERr6FchxzrqGBnQDjIA,
yelp,mistral,Vernick Food & Drink,81.0,100.0,True,,mtvT7uRey3F395STFRM1Tg,
yelp,claude,Bogart's Smokehouse,64.0,100.0,True,,NHb6QTrJOnyIj-Zd0fYzFg,
yelp,mistral,Sushi Pier 2,83.0,69.56521739130434,False,,,
yelp,gpt-oss,The Cat Café,85.0,75.86206896551724,False,,,
yelp,mistral,Double Knot,79.0,100.0,True,,Ipkx4Sa7ybn8C6LtTqTztw,
yelp,mistral,Zia's on The Hill,80.0,100.0,True,,AixPbZxJkgRyjxVqrpPAmw,
yelp,claude,Panda Express,72.0,100.0,True,,8SqvtaRu9likNDAfAU-HBQ,
yelp,llama,Osaka Japanese Restaurant,77.0,100.0,True,,EG4lsYBU0iedphp50ILH_g,
yelp,mistral,La Segunda Central Bakery,85.0,100.0,True,,QoezRbYQncpRqyrLH6Iqjg,
yelp,mistral,Santa Barbara Wine Country,78.0,95.0,False,,,
yelp,llama,Cold Stone Creamery,78.0,100.0,True,,k0yyD71s2F2eEKWRdkZ6jA,
yelp,llama,Panda Express,70.0,100.0,True,,8SqvtaRu9likNDAfAU-HBQ,
yelp,claude,Chipotle Mexican Grill,72.0,100.0,True,,aNtKyc2rr-uK5cqzY9TVQQ,
yelp,claude,Pinellas Ale Works,78.0,100.0,True,,WvS-UFR2_5Sf70Urk_ooxw,
yelp,gpt-oss,Nashville Zoo at Grassmere,82.0,100.0,True,,CU90LyF40t62BRWyzHO29A,
yelp,mistral,First Watch,82.0,100.0,True,,zBHAoHU-SD7wECkKpTGImg,
yelp,claude,Sabrina's Cafe,72.0,70.96774193548387,True,,kQRB8RNwd7cEMcURTS-I7A,
yelp,claude,Dunkin' Donuts,68.0,100.0,True,,wCgIJhH_CTuwsSZPcafkng,
yelp,mistral,Sweet Lucy's Smokehouse,90.0,100.0,True,,_UOg5_pk9IhKee91eWrT4A,
yelp,gpt-oss,Wanderlust Outdoor Gear,75.0,71.69811320754718,False,,,
yelp,claude,Biscuit Love,69.0,100.0,True,,wzE61ThXOdrSegvwSOzf5w,
yelp,gpt-oss,Baked & Wired,73.0,64.28571428571428,False,,,
yelp,claude,Rittenhouse Spa & Club,65.0,100.0,True,,Y2Xd0i9Yd6rTDghVBYiDLQ,
yelp,llama,Sam's Grill,83.0,100.0,True,,xtSxYDKUmbhRx93CXoG2cA,
yelp,claude,Whiskey Joe's Bar & Grill,64.0,100.0,True,,7U7RauxQC439NNwLHodZ6A,
yelp,llama,La Super Rica Taqueria,85.0,100.0,True,,6RBZfirnzE4NahJTn1UPNA,
yelp,llama,Pho 75,88.0,100.0,True,,5K32Jy_YwW300mAdYK_Zdg,
yelp,llama,BJ's Restaurant and Brewhouse,68.0,92.5925925925926,True,,BuQptNNitbz1oylgBlm27g,
yelp,mistral,PF Chang's,80.0,100.0,True,,x09a9Qf1szbwBbamf4SUZA,
yelp,mistral,Rittenhouse Grill,83.0,100.0,True,,YtSqYv1Q_pOltsVPSx54SA,
yelp,claude,Lure Fish House,79.0,100.0,True,,3Wy21heeDm8h2tSZfcj6OA,
yelp,llama,Hattie B's Hot Chicken,75.0,100.0,True,,xB3MxRBF6l8rd9xxJVnLhw,
yelp,mistral,Willie Mae's Scotch House,88.0,100.0,True,,VVH6k9-ycttH3TV_lk5WfQ,
yelp,llama,The Hurricane Seafood Restaurant,87.0,95.0,True,,5ln4ESCi6mnfTBx4bYr4dw,
yelp,gpt-oss,The Velvet Chair Salon,78.0,78.94736842105263,False,,,
yelp,llama,Assembly,81.0,100.0,True,,MmDwOS74IeHja_v4jzfAgQ,
yelp,llama,Outback Steakhouse,41.0,100.0,True,,-eLCHvtz99fc985UNL1rTA,
yelp,claude,Distrito,55.0,100.0,True,,kVTHnhgYUw-Pmr7wgDB4_g,
yelp,claude,Ambler Restaurant & Bar,72.0,81.81818181818181,False,,,
yelp,mistral,The Love,80.0,100.0,True,,dChRGpit9fM_kZK5pafNyA,
yelp,llama,On The Border Mexican Grill & Cantina,79.0,100.0,True,,hy5GpGXAna-5qrb3zNub6g,
yelp,mistral,The Banyan Cafe,73.0,71.7948717948718,False,,,
yelp,mistral,Han Dynasty,80.0,100.0,True,,MMRRS6YhVRx_iN5-JhMRYg,
yelp,claude,Panda Express,72.0,100.0,True,,8SqvtaRu9likNDAfAU-HBQ,
yelp,llama,Salt + Smoke,87.0,100.0,True,,sfwMByVwbb69zhw4xzXzgA,
yelp,mistral,Pat's King of Steaks,85.0,100.0,True,,PP3BBaVxZLcJU54uP_wL6Q,
yelp,mistral,Shapiros Delicatessen,76.0,72.72727272727273,True,,G_gkdBVK8N5Sp9CSGnYeMw,
yelp,gpt-oss,Hattie B's Hot Chicken,77.0,100.0,True,,GXFMD0Z4jEVZBCsbPf4CTQ,
yelp,mistral,Zahav,88.0,100.0,True,,ctHjyadbDQAtUFfkcAFEHw,
yelp,llama,Bonefish Grill,75.0,100.0,True,,V_tkg5iqbsR9TcrivrDgzg,
yelp,mistral,RPM Steak,78.0,0.0,False,,,
yelp,claude,Provision,64.0,100.0,True,,uWw055j-6t1u25yRNF-gBg,
yelp,claude,Biscuit Love,68.0,100.0,True,,wzE61ThXOdrSegvwSOzf5w,
yelp,gpt-oss,The Bluebird Cafe,80.0,100.0,True,,_XlYymFKwww0bGIgwvNbcA,
yelp,claude,Shake Shack,73.0,100.0,True,,0_Q7obxRK_I--9wnDx2iEQ,
yelp,claude,Forbici Modern Italian,61.0,100.0,True,,xEvV6_CSA9pJAVK0i9UDWg,
yelp,llama,Willie Mae's Scotch House,70.0,100.0,True,,VVH6k9-ycttH3TV_lk5WfQ,
yelp,mistral,The Love,84.0,100.0,True,,dChRGpit9fM_kZK5pafNyA,
yelp,llama,Jimmy John's,80.0,100.0,True,,sNDXKUS14_xXdD0fJdw23g,
yelp,gpt-oss,Firehouse Subs,85.0,100.0,True,,Vj_72qKqpL10ECZfbHDyBw,
yelp,mistral,Willa Jean,77.0,100.0,True,,hfbZ97Te3T4jeWN6GgsGrQ,
yelp,claude,Columbia Restaurant,75.0,100.0,True,,5fSPNlVUBGMExOy9lgFn0A,
yelp,llama,North Italia,87.0,100.0,True,,2DnDk1PKYGICJl1OzAREYA,
yelp,claude,Bluebeard,67.0,100.0,True,,WrZaL6BxHqVqt3sAcJ-5Rg,
yelp,claude,P.F. Chang's China Bistro,67.0,95.0,True,,vG9aD-fvsIimgo-l7u8-AA,
yelp,claude,Harvest Seasonal Grill,62.0,100.0,True,,tl5dthD9F3vGCww-N9kSVA,
yelp,claude,Mise en Place,61.0,100.0,True,,TIp9kHzG9bbjwI4bIHffUg,
yelp,gpt-oss,Pho 75,70.0,100.0,True,,5K32Jy_YwW300mAdYK_Zdg,
yelp,claude,LensCrafters,72.0,100.0,True,,DQ7PyYlp2bX96WZa7TcaWQ,
yelp,llama,Dooky Chase's Restaurant,87.0,100.0,True,,R9TBf8VqGQ83kvdIxkC9RQ,
yelp,gpt-oss,Idaho Brewing Company,66.0,81.81818181818181,False,,,
yelp,claude,Blaze Pizza,60.0,100.0,True,,bSJczuohHVko33UT82hnfA,
yelp,gpt-oss,Bean & Blossom Café,92.0,65.11627906976744,False,,,
yelp,llama,The Love,82.0,100.0,True,,dChRGpit9fM_kZK5pafNyA,
yelp,gpt-oss,Outback Steakhouse,88.0,100.0,True,,-eLCHvtz99fc985UNL1rTA,
yelp,llama,Jones,74.0,100.0,True,,d_tRshM-w6S4QxE4VVi8tQ,
yelp,mistral,Union Public House,68.0,100.0,True,,6pVVwtFmd7VBsgyFPHvU_w,
yelp,gpt-oss,The Crafty Thrift & Vintage,68.0,66.66666666666667,False,,,
yelp,llama,Pho Saigon,78.0,100.0,True,,7p56URlyNtQhhkr83RtN4Q,
yelp,gpt-oss,Harmony Yoga Studio,68.0,76.19047619047619,False,,,
yelp,claude,Herbsaint,71.0,100.0,True,,ZTctPm8-lBy0iJ9dFhYhyQ,
yelp,llama,Outback Steakhouse,76.0,100.0,True,,-eLCHvtz99fc985UNL1rTA,
yelp,mistral,Hakkasan,84.0,0.0,False,,,
yelp,claude,Shalimar Indian Restaurant,85.0,100.0,True,,VilkSLEVQAch5x4VdzLDUQ,
yelp,mistral,Cantina Dos Segundos,90.0,100.0,True,,73UjNbSoQjQAOS45rcihFg,
yelp,llama,The 404 Kitchen,77.0,100.0,True,,JODu4xqBU80zZ9mKKWrbYg,
yelp,mistral,The Cheese Board,81.0,68.57142857142857,True,,MiPN-oUTmplbe9LTxDmkag,
yelp,llama,Grimaldi's Pizzeria,79.0,100.0,True,,W72rYffSVg0pIaOpRgNniw,
yelp,llama,Cafe Maspero,76.0,100.0,True,,Cbktlvci_z4HwdqPUW-5cg,
yelp,gpt-oss,Mikado Sushi Bar,88.0,75.67567567567568,False,,,
yelp,gpt-oss,Milk & Honey,66.0,100.0,True,,HhAz31Q0htxnfVyo2zoIQQ,
yelp,claude,Ruby Buffet,57.0,100.0,True,,BWdDR_4lWAE6uloubO0oZw,
yelp,gpt-oss,The Sweet Spot Bakery,79.0,95.0,False,,,
yelp,llama,Buddakan,76.0,100.0,True,,nIAbuktMEzVjT4P9pG89rQ,
yelp,claude,Talula's Garden,76.0,100.0,True,,i_FWONQD1ZBqrNE2b-M5Ug,
yelp,gpt-oss,Barista Parlor,89.0,100.0,True,,2kfa2IBX3oy2zQX4PAkEpg,
yelp,claude,Tampa Marriott Water Street,57.0,100.0,True,,8BLTQlfijNA2LSFEz-d3hg,
yelp,llama,Frankford Hall,38.0,100.0,True,,ELY0HI8GDEx0jkmREVna0A,
yelp,mistral,The Tasteful Kitchen,76.0,100.0,True,,GNo1zeiPKErB7Ww_j3IlOg,
yelp,claude,Nashville Predators (Bridgestone Arena),75.0,95.0,False,,,
yelp,llama,Brophy Bros,79.0,100.0,True,,U3grYFIeu6RgAAQgdriHww,
yelp,llama,The Spotted Cat Music Club,79.0,100.0,True,,RvTHIKHaPVVp8S9cihpi5w,
yelp,mistral,Atchafalaya,79.0,62.06896551724138,True,,75FY8ZQx5nOWP0VFmNvWfw,
yelp,claude,Clearwater Beach,82.0,100.0,True,,tQIw_BZzfjh8UC4Eqhd0XQ,
yelp,mistral,The Daily Grind,78.0,100.0,True,,nLjDhc5lzWe6g5b6iUpzMA,
yelp,llama,Red Lobster,52.0,100.0,True,,OyHbS1sJ4CguExlWa-XWDg,
yelp,claude,Pi Pizzeria,82.0,100.0,True,,jRpK8oG_8QKaPGaaKiCyng,
yelp,gpt-oss,Panera Bread,66.0,100.0,True,,0l_njS4wGMadAk1b4nZRUA,
